portfolioId,symbol,numberofshares,cashvalue
45,AVGO,940.00,155.97
65,TSM,930.00,371.59
43,AMAT,398.00,551.86
65,XRX,40.00,112.39
34,HPQ,20.00,670.22
31,MU,714.00,337.77
72,TSLA,34.00,66.07
17,AVGO,224.00,154.10
4,EA,655.00,824.63
42,AAPL,503.00,159.68
68,LRCX,795.00,926.13
37,NVDA,193.00,655.11
90,HPQ,530.00,284.85
48,TSM,181.00,266.37
57,EA,279.00,64.45
55,AAPL,820.00,774.74
71,TDC,259.00,201.29
59,ATVI,84.00,292.60
92,JNPR,544.00,677.23
76,TXN,498.00,49.84
3,EA,712.00,975.62
26,QCOM,811.00,963.28
86,AMZN,892.00,326.41
67,ORCL,0.00,849.50
38,ZBRA,758.00,800.87
82,ZM,413.00,611.62
14,LRCX,866.00,51.58
31,WDC,537.00,981.18
100,CRM,577.00,510.01
64,QCOM,142.00,428.85
26,EA,704.00,151.74
88,WDC,315.00,670.87
21,HPQ,895.00,518.58
32,CSCO,209.00,793.06
63,IBM,775.00,547.30
12,ZM,166.00,390.08
55,NFLX,787.00,896.02
16,SNPS,241.00,274.93
57,TDC,721.00,882.34
7,AMAT,62.00,252.15
63,AMZN,931.00,851.39
87,ACN,374.00,167.84
24,LRCX,341.00,777.29
65,NFLX,590.00,950.66
29,TDC,419.00,168.11
97,PYPL,178.00,640.19
94,SNPS,440.00,892.27
48,ZM,689.00,462.52
57,NVDA,531.00,373.39
11,QCOM,858.00,857.50
33,SNPS,175.00,711.17
92,FB,227.00,988.46
71,LRCX,86.00,677.03
13,TXN,411.00,671.87
27,TDC,630.00,206.64
36,CRM,234.00,853.49
70,AVGO,244.00,965.10
49,QCOM,692.00,726.67
73,IBM,637.00,796.19
76,CSCO,848.00,340.09
85,VRSN,906.00,383.52
83,FB,579.00,73.86
61,AAPL,90.00,249.47
42,TXN,302.00,676.73
58,HPE,76.00,296.62
71,ACN,670.00,651.83
90,NFLX,263.00,457.00
70,LRCX,511.00,654.30
53,SNPS,813.00,655.99
6,GOOG,211.00,221.25
59,QCOM,876.00,220.41
16,AMAT,76.00,593.34
93,IBM,670.00,64.71
4,AMAT,199.00,606.62
91,IBM,922.00,474.36
16,ATVI,777.00,634.42
10,ACN,720.00,72.04
68,XRX,839.00,341.29
92,TSM,505.00,600.40
38,ATVI,862.00,574.54
39,JNPR,578.00,483.86
54,SNPS,809.00,63.42
57,DELL,190.00,742.72
6,XRX,709.00,722.22
70,TSM,26.00,723.92
99,IBM,22.00,260.70
78,GOOGL,628.00,286.21
71,GOOGL,670.00,493.70
87,DELL,130.00,531.11
95,ADBE,817.00,211.42
100,FB,448.00,906.73
88,NTAP,162.00,723.22
46,TSM,976.00,527.87
23,PYPL,784.00,219.46
11,ORCL,678.00,853.92
22,TSLA,331.00,909.82
10,CRM,404.00,444.90
94,TSLA,656.00,491.09
14,AVGO,201.00,376.65
52,JNPR,848.00,873.36
98,LRCX,365.00,37.39
45,QCOM,959.00,250.93
17,EA,988.00,451.25
82,AAPL,649.00,542.47
82,ZM,791.00,977.79
72,STX,367.00,945.02
28,TDC,125.00,222.68
21,GOOG,699.00,847.07
24,FB,90.00,260.44
69,NFLX,947.00,628.43
79,CSCO,884.00,818.86
34,ACN,85.00,938.02
25,ZBRA,660.00,903.07
55,JNPR,743.00,885.20
69,TXN,332.00,448.18
74,JNPR,6.00,206.75
64,ZBRA,46.00,980.46
4,EA,380.00,878.22
96,CTSH,251.00,940.52
69,ORCL,482.00,827.34
52,TDC,616.00,275.29
12,ADBE,640.00,376.68
45,GOOGL,356.00,141.78
90,NTAP,844.00,793.74
94,HPE,882.00,81.40
70,MSFT,196.00,858.85
25,WDC,70.00,822.18
82,PYPL,319.00,674.95
38,TSLA,863.00,944.69
38,JNPR,945.00,37.67
51,HPQ,368.00,8.44
54,TSM,286.00,560.54
44,ATVI,89.00,376.59
77,CSCO,630.00,406.98
63,DELL,429.00,899.98
16,FB,5.00,919.47
25,CTSH,158.00,825.55
76,HPE,704.00,655.98
33,TSM,110.00,779.39
3,XRX,901.00,344.58
3,GOOGL,946.00,441.50
60,MSFT,606.00,49.53
16,NVDA,502.00,577.14
19,AMZN,705.00,405.60
94,FB,867.00,418.46
83,AMZN,914.00,121.99
14,ORCL,48.00,0.96
99,MSFT,34.00,83.31
31,ADBE,808.00,950.52
16,MSFT,47.00,282.30
24,CSCO,10.00,389.74
89,CRM,204.00,507.38
19,IBM,613.00,86.40
13,IBM,470.00,177.87
2,ZM,256.00,702.36
80,AVGO,374.00,970.74
85,WDC,249.00,17.50
78,AMZN,588.00,914.96
90,ZM,648.00,301.46
61,CRM,301.00,442.94
5,DELL,31.00,584.89
23,INTC,773.00,483.31
39,HPE,515.00,442.33
68,AVGO,307.00,55.36
50,NFLX,543.00,40.26
90,CRM,209.00,982.47
18,GOOG,982.00,627.16
59,ORCL,246.00,280.66
19,EA,112.00,345.91
95,HPE,505.00,497.68
96,AMZN,140.00,234.70
9,JNPR,555.00,779.48
43,TXN,0.00,549.08
41,ATVI,266.00,722.87
6,ADBE,328.00,85.46
25,ATVI,704.00,136.67
47,TDC,648.00,15.74
74,EA,52.00,678.45
74,ZM,24.00,852.87
82,ADBE,596.00,959.99
12,ATVI,647.00,558.93
40,CSCO,440.00,121.52
99,EA,94.00,480.10
35,HPE,761.00,63.81
34,AAPL,275.00,746.83
94,HPE,98.00,496.21
85,XRX,413.00,13.20
52,ORCL,375.00,710.47
15,FB,757.00,925.78
46,SNPS,98.00,521.74
70,ADBE,102.00,510.29
55,HPE,460.00,132.00
85,CRM,613.00,743.38
88,CTSH,875.00,765.93
77,GOOGL,894.00,937.28
37,CSCO,794.00,804.80
84,CTSH,724.00,206.70
1,EA,555.00,801.78
81,AMZN,376.00,210.00
98,MSFT,376.00,199.99
64,HPE,3.00,561.01
43,ADBE,570.00,794.73
78,HPQ,113.00,793.14
48,ZBRA,494.00,982.07
96,HPQ,788.00,523.91
12,XRX,758.00,618.35
65,JNPR,910.00,516.02
28,NTAP,723.00,878.52
7,ZM,346.00,660.22
22,CSCO,399.00,846.03
42,WDC,713.00,515.34
63,AMAT,415.00,692.99
24,STX,109.00,932.72
18,VRSN,867.00,216.39
12,IBM,903.00,465.10
75,PYPL,497.00,184.86
45,CSCO,530.00,713.81
62,NVDA,837.00,420.05
36,AVGO,993.00,503.95
31,NVDA,647.00,787.62
44,WDC,681.00,793.42
49,AAPL,258.00,305.35
30,WDC,968.00,519.85
57,NFLX,158.00,388.88
47,GOOG,968.00,168.17
10,QCOM,506.00,850.82
36,STX,792.00,702.51
35,EA,64.00,644.61
74,PYPL,606.00,647.01
4,TDC,431.00,501.86
73,CSCO,814.00,523.60
49,NTAP,340.00,550.32
99,CTSH,719.00,558.51
68,PYPL,228.00,719.51
83,INTC,96.00,554.83
12,VRSN,241.00,241.73
22,DELL,203.00,94.89
37,XRX,326.00,838.76
2,EA,903.00,784.23
29,HPQ,102.00,247.67
75,EA,722.00,77.99
94,MU,736.00,584.20
38,NTAP,867.00,340.68
34,TSLA,159.00,667.89
2,STX,475.00,182.40
27,CRM,553.00,840.59
39,PYPL,577.00,786.79
86,TSM,212.00,998.31
37,AMAT,611.00,900.72
10,DELL,544.00,526.06
60,CRM,593.00,390.47
53,HPE,195.00,576.54
93,ZBRA,414.00,786.35
21,STX,30.00,665.50
49,LRCX,153.00,35.11
42,CSCO,968.00,870.16
14,PYPL,645.00,758.74
36,ZM,480.00,11.94
18,AMAT,59.00,678.75
12,DELL,897.00,80.49
29,MU,665.00,506.39
72,XRX,534.00,813.45
69,FB,505.00,522.26
8,XRX,48.00,784.63
21,CSCO,221.00,272.80
27,NFLX,375.00,573.31
76,AMZN,852.00,296.68
45,SNPS,41.00,588.09
58,MU,24.00,560.30
92,PYPL,656.00,900.98
85,MU,601.00,329.99
75,NFLX,905.00,11.09
47,ACN,493.00,537.18
84,NVDA,416.00,801.71
46,MSFT,71.00,303.35
22,NVDA,478.00,80.85
46,TDC,299.00,183.16
91,XRX,675.00,2.26
93,QCOM,526.00,857.01
79,SNPS,187.00,352.68
6,GOOGL,588.00,458.28
45,WDC,659.00,160.52
33,LRCX,774.00,456.06
17,ADBE,263.00,332.50
36,TSM,5.00,30.52
28,ACN,833.00,56.61
36,NVDA,471.00,176.18
42,ACN,703.00,523.50
68,ACN,913.00,347.21
10,HPQ,198.00,113.15
77,PYPL,644.00,319.47
37,MSFT,570.00,569.40
91,INTC,413.00,85.38
85,WDC,527.00,842.38
34,XRX,196.00,20.66
60,ZM,411.00,217.29
50,IBM,70.00,266.26
43,WDC,500.00,67.68
71,XRX,372.00,253.68
6,AVGO,894.00,72.36
6,TXN,450.00,569.08
90,EA,909.00,17.31
84,DELL,468.00,898.91
94,NTAP,953.00,367.45
18,AAPL,863.00,629.25
80,ACN,395.00,637.86
54,HPQ,267.00,781.17
100,NTAP,33.00,219.91
12,TSM,937.00,356.18
15,TDC,392.00,725.21
2,CSCO,967.00,838.61
90,ORCL,221.00,98.50
68,HPE,897.00,555.83
100,FB,230.00,720.54
31,TSLA,594.00,832.71
28,GOOG,362.00,472.95
47,ORCL,684.00,393.16
8,GOOGL,577.00,269.11
70,AVGO,170.00,259.51
89,XRX,452.00,868.89
46,AMZN,289.00,479.66
86,DELL,679.00,889.48
43,ACN,123.00,372.17
17,GOOGL,886.00,800.76
98,TSM,931.00,621.07
92,XRX,74.00,350.77
55,NFLX,703.00,475.17
72,TXN,371.00,305.32
57,TSLA,962.00,510.50
13,MU,720.00,605.63
28,EA,409.00,900.14
72,EA,582.00,48.54
24,ADBE,627.00,902.06
69,CRM,750.00,376.64
2,STX,670.00,323.58
11,VRSN,859.00,228.38
34,SNPS,47.00,50.19
99,CSCO,264.00,743.71
82,AMAT,296.00,336.59
80,WDC,527.00,746.22
8,NVDA,73.00,449.83
93,GOOGL,877.00,330.19
36,MSFT,449.00,426.76
72,TXN,655.00,369.58
10,MU,875.00,162.58
14,ATVI,949.00,935.32
2,VRSN,134.00,782.37
58,AMAT,305.00,858.73
41,TDC,399.00,264.02
12,ACN,691.00,710.68
47,NFLX,467.00,579.15
60,CTSH,605.00,279.90
39,LRCX,74.00,197.34
45,ORCL,593.00,228.35
54,JNPR,228.00,659.58
78,WDC,206.00,977.73
37,GOOG,395.00,68.43
95,ZBRA,863.00,38.30
28,CRM,443.00,765.05
72,NFLX,932.00,929.63
79,XRX,257.00,167.64
37,CTSH,810.00,562.86
33,WDC,9.00,730.94
95,GOOGL,707.00,454.67
55,AMAT,186.00,253.22
54,NTAP,382.00,425.73
12,TSM,607.00,304.83
25,DELL,51.00,499.68
88,VRSN,813.00,381.81
37,ZBRA,279.00,563.35
21,TDC,419.00,497.97
66,LRCX,739.00,975.25
14,MU,261.00,320.95
22,XRX,345.00,716.14
17,MU,388.00,630.15
92,QCOM,413.00,864.23
21,TXN,290.00,828.86
88,NTAP,181.00,147.41
86,HPQ,32.00,478.16
59,NTAP,238.00,75.39
30,VRSN,344.00,336.62
80,ACN,158.00,687.51
12,GOOGL,76.00,188.00
90,WDC,891.00,264.92
25,SNPS,882.00,817.91
70,ATVI,291.00,450.83
47,NTAP,384.00,860.96
50,MSFT,482.00,98.47
24,TSLA,612.00,881.49
83,SNPS,645.00,823.48
78,IBM,963.00,973.74
76,GOOG,192.00,676.26
36,NVDA,511.00,371.52
38,ORCL,232.00,569.08
49,AAPL,36.00,42.77
87,GOOG,714.00,94.08
35,CSCO,766.00,10.93
57,GOOGL,575.00,150.50
60,SNPS,442.00,192.95
68,FB,812.00,362.63
35,XRX,3.00,872.96
33,FB,393.00,615.15
89,HPQ,855.00,540.77
50,ADBE,550.00,158.13
31,GOOGL,445.00,716.08
23,JNPR,90.00,641.42
9,LRCX,595.00,552.26
26,PYPL,25.00,126.55
20,AAPL,867.00,467.35
25,TSLA,995.00,593.95
94,NFLX,17.00,785.65
75,AMAT,666.00,714.38
74,ZBRA,489.00,389.49
87,NFLX,544.00,685.51
32,GOOG,744.00,679.05
43,ORCL,402.00,748.41
97,QCOM,170.00,716.73
83,MSFT,835.00,592.92
66,ZBRA,237.00,293.31
22,AAPL,285.00,237.34
83,QCOM,550.00,794.61
93,HPQ,263.00,124.86
84,CRM,473.00,170.07
65,NVDA,370.00,117.64
59,INTC,7.00,8.99
77,INTC,171.00,789.17
36,DELL,714.00,715.41
72,ATVI,930.00,916.65
13,XRX,553.00,39.22
23,NVDA,700.00,357.20
10,FB,634.00,768.95
77,TSLA,306.00,555.22
9,DELL,73.00,220.81
11,AMZN,287.00,773.03
68,ZM,309.00,268.84
19,ADBE,978.00,762.81
38,PYPL,498.00,52.73
22,ADBE,509.00,5.10
95,AMAT,813.00,172.62
62,TXN,662.00,827.62
12,LRCX,829.00,134.37
62,GOOGL,198.00,687.93
36,TXN,437.00,44.12
29,STX,493.00,654.31
33,ADBE,115.00,67.47
35,HPE,31.00,651.62
16,HPQ,774.00,966.67
84,ZBRA,631.00,352.18
38,SNPS,771.00,108.08
72,TXN,32.00,686.74
47,HPQ,183.00,692.64
10,NFLX,838.00,826.21
90,ZM,870.00,603.76
95,AMZN,681.00,142.32
67,SNPS,378.00,189.57
18,EA,846.00,93.85
49,CSCO,285.00,501.14
85,AAPL,562.00,204.53
77,CSCO,148.00,992.93
49,AVGO,589.00,300.07
31,FB,807.00,459.00
14,NTAP,755.00,953.74
84,MSFT,469.00,25.83
94,AMAT,609.00,653.36
39,HPQ,616.00,352.07
37,IBM,402.00,547.67
44,ADBE,504.00,795.67
94,EA,211.00,755.37
82,TSM,749.00,200.61
73,JNPR,142.00,128.17
43,INTC,241.00,128.03
9,GOOG,164.00,46.80
85,GOOGL,421.00,811.08
22,ATVI,362.00,299.41
90,FB,788.00,847.77
47,AVGO,43.00,342.25
32,VRSN,344.00,662.87
47,TSM,445.00,275.00
15,JNPR,566.00,67.79
68,ATVI,499.00,676.59
29,QCOM,425.00,826.41
42,QCOM,465.00,41.84
50,XRX,905.00,995.23
77,JNPR,49.00,935.67
73,CRM,453.00,947.71
23,EA,17.00,138.29
94,CSCO,806.00,415.65
31,TDC,184.00,993.84
46,TXN,678.00,584.53
54,MSFT,122.00,894.22
22,HPQ,860.00,264.99
83,NFLX,867.00,331.05
35,ORCL,392.00,429.35
75,LRCX,403.00,230.87
45,CSCO,591.00,949.81
45,XRX,746.00,352.19
88,VRSN,902.00,204.25
20,TSLA,968.00,367.77
31,ORCL,713.00,325.63
43,ACN,633.00,881.24
41,TSLA,518.00,262.89
34,EA,694.00,34.82
6,INTC,70.00,493.83
98,ATVI,79.00,552.98
34,MU,441.00,184.77
98,HPQ,857.00,36.82
86,TSLA,252.00,827.02
47,HPE,101.00,74.89
10,CRM,668.00,896.82
51,PYPL,290.00,268.33
29,NVDA,141.00,883.22
47,HPQ,388.00,581.84
18,AMAT,311.00,107.62
92,AMZN,521.00,526.43
15,LRCX,899.00,118.85
37,HPQ,539.00,556.30
17,QCOM,937.00,89.34
31,TDC,575.00,719.00
13,PYPL,144.00,560.88
93,INTC,166.00,36.71
45,CTSH,836.00,92.48
50,CTSH,384.00,316.32
97,NTAP,322.00,848.06
26,AMAT,913.00,86.62
75,TSLA,311.00,928.72
3,CRM,999.00,143.49
78,PYPL,531.00,301.58
70,NTAP,713.00,747.29
21,SNPS,400.00,506.92
78,FB,39.00,861.34
62,MSFT,288.00,935.21
70,QCOM,859.00,946.44
91,HPE,643.00,357.46
71,STX,74.00,733.65
3,EA,14.00,565.17
49,TXN,684.00,85.78
49,WDC,777.00,430.10
81,WDC,885.00,528.16
82,EA,223.00,429.72
90,HPQ,938.00,279.87
42,NTAP,483.00,700.44
91,CTSH,780.00,649.04
47,XRX,677.00,978.85
61,CSCO,170.00,469.20
8,AVGO,575.00,370.27
87,TXN,426.00,848.59
97,PYPL,8.00,744.03
100,IBM,673.00,879.91
81,SNPS,246.00,696.85
33,TSM,874.00,115.76
5,QCOM,564.00,448.28
23,AMAT,825.00,552.96
23,LRCX,265.00,736.29
54,TSLA,724.00,589.10
23,WDC,484.00,766.69
66,ORCL,878.00,915.33
93,TDC,236.00,536.23
92,XRX,620.00,591.86
29,TSM,244.00,397.56
95,STX,518.00,615.93
62,HPE,318.00,562.96
23,GOOG,520.00,136.89
93,ADBE,195.00,354.29
74,HPE,766.00,98.89
62,AAPL,15.00,398.16
34,PYPL,422.00,498.98
90,ACN,839.00,638.20
35,NVDA,22.00,636.86
47,INTC,933.00,990.33
64,INTC,507.00,702.29
99,GOOG,839.00,702.40
27,FB,344.00,797.00
6,AMZN,618.00,996.13
67,AVGO,867.00,20.53
20,CRM,35.00,366.94
19,INTC,243.00,562.28
20,QCOM,865.00,996.85
91,STX,274.00,837.59
94,SNPS,951.00,95.31
87,HPQ,597.00,580.79
77,NTAP,118.00,625.04
83,AMAT,683.00,466.19
21,NFLX,560.00,792.48
81,AMAT,475.00,265.71
84,INTC,850.00,886.51
20,GOOG,397.00,772.29
44,CSCO,306.00,534.72
98,ADBE,950.00,718.54
16,ZBRA,37.00,212.87
76,NVDA,103.00,702.87
58,MU,634.00,891.14
18,DELL,205.00,698.35
10,QCOM,127.00,29.79
90,NVDA,201.00,64.73
80,TXN,543.00,747.38
97,MU,522.00,109.57
11,ORCL,106.00,876.05
49,ATVI,140.00,152.03
68,CRM,896.00,791.39
46,LRCX,936.00,731.14
43,FB,562.00,358.59
7,AAPL,677.00,70.14
45,NFLX,515.00,71.56
55,DELL,659.00,159.51
86,AMAT,869.00,478.82
31,WDC,274.00,853.48
49,GOOGL,296.00,287.34
68,XRX,556.00,188.26
10,AVGO,862.00,115.04
99,CSCO,59.00,725.09
44,PYPL,859.00,722.48
65,GOOGL,261.00,96.98
57,ORCL,643.00,696.54
75,TDC,47.00,95.46
70,ORCL,474.00,981.08
35,JNPR,741.00,571.98
47,MU,394.00,354.18
80,AAPL,564.00,148.36
80,ZM,289.00,936.60
27,DELL,380.00,231.67
69,ORCL,317.00,82.82
1,GOOGL,67.00,111.28
68,QCOM,90.00,553.95
70,INTC,889.00,978.99
78,AMAT,98.00,700.65
28,FB,790.00,558.20
35,GOOG,113.00,494.88
25,ZBRA,619.00,653.86
59,AVGO,502.00,640.62
82,XRX,926.00,342.25
20,DELL,651.00,666.74
72,ZM,92.00,708.05
55,AMZN,997.00,859.15
33,JNPR,272.00,6.01
96,EA,472.00,124.88
91,ORCL,807.00,875.28
12,MU,527.00,397.20
99,AAPL,529.00,767.05
89,STX,289.00,988.75
80,QCOM,647.00,59.14
17,IBM,808.00,378.92
27,TSLA,707.00,426.40
17,TXN,799.00,281.84
40,NTAP,457.00,911.46
49,QCOM,788.00,483.04
88,GOOG,323.00,797.56
51,ACN,28.00,855.79
14,MU,591.00,823.93
89,FB,145.00,172.07
14,QCOM,326.00,503.72
91,STX,8.00,808.56
53,SNPS,519.00,305.40
90,XRX,940.00,214.62
53,QCOM,951.00,240.97
35,ZM,14.00,57.07
95,MSFT,784.00,967.73
62,ATVI,829.00,285.81
60,AVGO,937.00,854.90
86,JNPR,894.00,974.29
35,CSCO,907.00,592.71
9,EA,435.00,681.11
75,VRSN,804.00,828.47
87,GOOGL,219.00,251.02
13,MU,19.00,2.78
87,CTSH,784.00,428.61
2,GOOGL,124.00,28.76
40,WDC,270.00,392.49
25,MSFT,321.00,708.14
17,JNPR,911.00,335.00
99,TDC,990.00,810.16
16,TSLA,122.00,509.96
44,LRCX,668.00,553.00
78,TDC,39.00,750.29
56,XRX,105.00,821.76
27,HPE,313.00,317.46
46,JNPR,847.00,833.50
65,WDC,932.00,86.60
5,HPE,209.00,116.53
52,INTC,861.00,493.76
41,GOOGL,369.00,610.10
25,AAPL,328.00,375.95
96,AAPL,753.00,410.03
85,NFLX,641.00,819.93
20,IBM,844.00,186.99
80,AMAT,564.00,402.46
10,WDC,44.00,586.21
83,STX,353.00,752.33
46,GOOGL,240.00,981.16
73,HPQ,778.00,193.85
51,AMAT,275.00,797.98
17,GOOG,612.00,341.54
6,NTAP,618.00,253.96
81,LRCX,313.00,907.69
3,FB,153.00,760.26
28,HPE,891.00,657.06
71,DELL,132.00,427.54
81,TSLA,209.00,397.21
100,NFLX,51.00,83.13
45,GOOGL,340.00,128.20
21,CTSH,382.00,959.07
22,ACN,902.00,992.20
71,PYPL,881.00,742.73
67,VRSN,715.00,461.14
83,MSFT,421.00,995.24
45,CTSH,519.00,279.85
38,INTC,136.00,37.53
35,AVGO,943.00,42.39
40,LRCX,995.00,279.80
62,NVDA,394.00,920.84
32,AAPL,775.00,627.73
10,IBM,53.00,988.81
76,TSLA,824.00,36.68
17,WDC,675.00,785.83
25,NVDA,919.00,505.40
78,CSCO,503.00,254.34
44,IBM,994.00,801.46
56,AAPL,171.00,947.44
38,PYPL,514.00,992.88
73,MSFT,132.00,453.53
74,TXN,768.00,423.83
48,NFLX,795.00,312.93
57,NVDA,443.00,117.36
24,GOOGL,258.00,312.15
16,TDC,405.00,713.54
11,MU,252.00,932.75
41,EA,742.00,959.09
20,CRM,669.00,904.96
68,FB,772.00,452.81
51,NFLX,835.00,270.04
100,TDC,887.00,820.93
7,QCOM,512.00,90.78
29,DELL,843.00,747.48
58,CRM,467.00,966.32
35,INTC,324.00,316.91
37,MSFT,330.00,805.02
49,ADBE,384.00,939.87
53,TDC,367.00,888.47
84,MSFT,705.00,727.49
85,AMZN,765.00,119.95
2,LRCX,398.00,555.84
58,NVDA,968.00,492.23
64,GOOGL,496.00,219.09
60,CSCO,658.00,232.65
36,ADBE,143.00,8.74
78,XRX,960.00,787.21
91,TDC,927.00,775.64
18,XRX,573.00,790.99
44,CSCO,797.00,32.92
65,ATVI,599.00,438.80
75,ZM,441.00,939.72
97,ADBE,983.00,217.67
15,TSM,74.00,69.47
79,TSLA,652.00,791.98
81,SNPS,122.00,710.99
90,AMAT,627.00,942.54
39,ORCL,367.00,76.75
91,XRX,606.00,852.15
79,ZBRA,760.00,199.64
42,CSCO,796.00,703.38
47,HPE,229.00,488.57
18,GOOGL,29.00,508.32
64,PYPL,515.00,882.30
77,MU,549.00,325.18
39,TDC,267.00,292.44
53,AMAT,198.00,533.63
91,ZM,366.00,558.36
7,WDC,102.00,638.21
18,TSM,750.00,450.67
67,MSFT,391.00,148.48
43,ACN,775.00,354.08
17,LRCX,921.00,444.97
51,AMAT,516.00,137.04
19,GOOGL,453.00,181.31
80,MU,282.00,372.33
99,ORCL,239.00,696.17
56,JNPR,978.00,511.49
99,INTC,526.00,112.32
38,NFLX,947.00,835.57
28,JNPR,31.00,285.91
13,AAPL,305.00,5.74
23,IBM,76.00,535.19
67,HPE,848.00,819.62
54,AMZN,678.00,126.25
14,JNPR,91.00,342.27
25,ZM,575.00,821.99
99,HPE,64.00,926.11
41,NVDA,841.00,411.26
4,AMAT,84.00,759.48
58,SNPS,500.00,26.43
68,NFLX,844.00,491.01
78,FB,286.00,230.74
93,IBM,778.00,165.58
21,SNPS,493.00,310.62
100,MSFT,900.00,177.01
53,LRCX,677.00,943.81
72,TDC,951.00,193.95
55,AMAT,838.00,430.46
31,NTAP,13.00,47.50
68,HPQ,572.00,972.41
7,ZBRA,450.00,382.56
27,TSLA,617.00,64.87
98,ACN,396.00,469.65
7,ORCL,149.00,925.04
85,ORCL,809.00,950.09
88,AMZN,181.00,23.98
90,NVDA,507.00,444.25
74,ADBE,396.00,210.66
52,QCOM,486.00,891.55
46,ZM,820.00,621.41
95,GOOGL,245.00,210.18
10,HPQ,783.00,553.19
87,ZM,822.00,365.85
14,FB,744.00,745.89
65,ZBRA,733.00,220.83
72,ZM,659.00,66.50
62,IBM,10.00,598.14
71,NFLX,774.00,417.27
12,ADBE,125.00,840.48
99,VRSN,885.00,800.23
95,CTSH,650.00,769.48
62,TDC,358.00,862.13
72,CRM,115.00,357.98
41,IBM,457.00,916.52
89,HPE,711.00,616.59
25,TSM,799.00,394.14
43,NFLX,113.00,165.63
13,HPE,118.00,907.76
84,DELL,964.00,714.19
80,JNPR,815.00,634.37
3,STX,261.00,200.74
40,NVDA,217.00,515.68
75,TSM,191.00,662.73
96,ATVI,822.00,856.55
50,NVDA,738.00,997.68
55,LRCX,314.00,261.73
58,IBM,758.00,654.13
33,HPE,554.00,492.68
69,GOOGL,46.00,947.95
89,ZBRA,298.00,749.08
12,NFLX,350.00,138.14
32,INTC,920.00,83.93
57,HPQ,209.00,615.95
50,LRCX,998.00,146.24
42,AVGO,939.00,561.96
11,LRCX,199.00,212.08
44,ATVI,99.00,208.23
88,STX,569.00,512.61
67,AMZN,309.00,405.91
37,GOOG,976.00,196.66
47,GOOG,296.00,543.63
29,AMZN,137.00,876.03
51,FB,697.00,987.64
21,VRSN,440.00,592.96
67,SNPS,209.00,122.29
42,QCOM,460.00,222.47
3,MSFT,365.00,757.65
2,MSFT,918.00,775.95
78,ZM,372.00,140.84
59,AMAT,619.00,808.06
26,ZBRA,174.00,58.73
88,MU,773.00,145.46
28,VRSN,128.00,551.72
24,IBM,979.00,453.65
74,TDC,481.00,571.98
39,HPE,65.00,737.61
78,QCOM,120.00,514.08
45,STX,940.00,731.90
7,AMZN,908.00,922.06
7,INTC,571.00,277.73
85,MSFT,300.00,834.08
49,SNPS,212.00,207.30
85,XRX,817.00,164.40
72,FB,70.00,959.85
5,AMZN,391.00,242.10
66,NVDA,634.00,139.03
62,AAPL,559.00,126.86
40,SNPS,14.00,488.09
90,IBM,985.00,604.56
21,FB,787.00,306.99
81,IBM,786.00,828.65
6,CTSH,955.00,164.83
49,ORCL,732.00,418.15
35,ZM,901.00,871.08
77,ZBRA,434.00,449.17
70,TDC,368.00,61.11
77,ATVI,302.00,183.85
26,ACN,814.00,423.89
39,TXN,153.00,569.29
59,EA,748.00,554.21
64,QCOM,66.00,508.68
1,IBM,983.00,646.97
12,AMAT,283.00,657.84
36,VRSN,101.00,767.61
4,TSM,684.00,32.60
56,TXN,803.00,230.84
17,AVGO,667.00,25.92
96,NVDA,219.00,698.60
31,TDC,41.00,528.40
36,SNPS,742.00,968.90
44,NFLX,888.00,721.75
52,NTAP,359.00,68.51
46,HPE,233.00,772.14
1,STX,39.00,185.36
58,NTAP,729.00,88.61
92,IBM,210.00,180.88
95,INTC,526.00,31.77
80,CRM,973.00,907.38
30,PYPL,936.00,958.59
99,NFLX,279.00,322.65
82,IBM,497.00,271.70
19,ATVI,951.00,441.55
69,VRSN,592.00,704.84
47,QCOM,64.00,493.48
62,NFLX,784.00,420.87
97,HPQ,934.00,264.97
34,ORCL,673.00,624.91
1,TSM,659.00,498.49
17,FB,150.00,302.01
68,AAPL,935.00,390.87
34,AMAT,600.00,377.83
53,ATVI,653.00,689.47
98,WDC,789.00,69.76
48,INTC,604.00,619.14
32,STX,851.00,447.70
59,ZM,468.00,889.71
88,MSFT,80.00,255.29
90,FB,159.00,331.84
86,TXN,960.00,856.26
54,ATVI,501.00,287.70
52,CRM,214.00,765.11
90,AMZN,154.00,743.84
16,CTSH,452.00,597.31
90,MU,708.00,334.74
48,EA,398.00,431.64
30,TDC,842.00,768.71
75,AAPL,549.00,515.41
89,ORCL,507.00,931.71
46,WDC,574.00,963.35
97,FB,151.00,910.14
19,CSCO,700.00,601.77
42,GOOG,124.00,440.13
12,NVDA,844.00,391.90
79,VRSN,500.00,838.91
22,WDC,258.00,929.69
92,AVGO,767.00,302.61
9,ZM,34.00,364.19
3,NFLX,982.00,565.65
51,AVGO,865.00,702.53
14,ORCL,256.00,307.94
21,GOOGL,113.00,876.81
32,FB,664.00,369.52
23,ZBRA,370.00,136.58
40,VRSN,986.00,785.89
43,ATVI,370.00,300.54
60,GOOGL,994.00,892.95
99,QCOM,337.00,151.65
21,SNPS,349.00,266.93
53,ZBRA,585.00,792.69
84,MSFT,582.00,62.61
79,AMZN,470.00,92.02
